Player,Year,Draft_Pick,Ht_No_Shoes,Ht_Shoes,Wingspan,Standing_reach,Max_Vert,Max_Vert_Reach,No_Step_Vert,No_Step_Vert_Reach,Weight,Body_Fat,Hand_Length,Hang_Width,Bench,Agility,Sprint,Player_Link,DX_Player_ID
"
						
							Brandon Fields
						
					",2015,-,"6'2 ½""","6'3 ¾""","6'6 ½""","8'1 ½""","38""","11'3 ½""","33""","10'10 ½""",184,-,-,-,-,11.21,3.37,/profile/Brandon-Fields-21651/,Brandon-Fields-21651
"
						
							Geron Johnson
						
					",2015,-,"6'2 ½""","6'4""","6'10""","8'4 ½""","38""","11'6 ½""","28""","10'8 ½""",208,-,-,-,-,11.15,3.17,/profile/Geron-Johnson-42293/,Geron-Johnson-42293
"
						
							Davis Geks
						
					",2015,-,"6'2 ½""","6'3 ½""","6'4 ¼""","8'2 ½""","29.5""","10'8""","25""","10'3 ½""",185,-,-,-,-,11.39,3.3,/profile/Davis-Geks-42327/,Davis-Geks-42327
"
						
							Tim Cameron
						
					",2015,-,"6'2 ½""",-,"6'6 ½""","8'1""","37.5""","11'2 ½""","29.5""","10'6 ½""",180,-,-,-,-,11.27,3.31,/profile/Tim-Cameron-90404/,Tim-Cameron-90404
"
						
							Devon Daniels
						
					",2015,-,"6'2 ½""",-,"6'7""","8'4""","33.5""","11'1 ½""","26""","10'6""",196,-,-,-,-,11.19,3.27,/profile/Devon-Daniels-82218/,Devon-Daniels-82218
"
						
							Keith Hornsby
						
					",2015,-,"6'2 ½""","6'3 ½""","6'3 ¼""","8'1""","42.5""","11'7 ½""","36""","11'1""",208,4.8,"7.25""","7.75""",22,10.75,2.64,/profile/Keith-Hornsby-41569/,Keith-Hornsby-41569
"
						
							Tre Demps
						
					",2016,-,"6'2 ½""","6'2 ½""","6'4 ½""","8'0""",-,-,"30""","10'6""",194,-,-,-,-,11.36,3.28,/profile/Tre-Demps-41634/,Tre-Demps-41634
"
						
							Alex Hamilton
						
					",2016,-,"6'2 ½""","6'4""","6'9""","8'5""",-,-,"27""","10'8""",195,-,-,-,-,11.36,3.29,/profile/Alex-Hamilton-65584/,Alex-Hamilton-65584
"
						
							Walt Lemon
						
					",2016,-,"6'2 ½""","6'3 ½""","6'6 ½""","8'3""","39.5""","11'6 ½""","32.5""","10'11 ½""",185,-,-,-,-,10.54,3.08,/profile/Walt-Lemon-16749/,Walt-Lemon-16749
"
						
							Sergi Garcia
						
					",2016,-,"6'2 ½""","6'3 ½""","6'5""","8'3""","28.5""","10'7 ½""","23""","10'2""",198,-,-,-,-,11.41,3.38,/profile/Sergi-Garcia-62913/,Sergi-Garcia-62913
"
						
							David Michineau
						
					",2016,39,"6'2 ½""","6'3 ½""","6'5""","8'3 ½""","35""","11'2 ½""","26.5""","10'6""",180,-,-,-,-,12.03,3.27,/profile/David-Michineau-76479/,David-Michineau-76479
"
						
							Mert Akay
						
					",2016,-,"6'2 ½""","6'3 ½""","6'6""","8'5 ½""","28.5""","10'10""","26""","10'7 ½""",166,-,-,-,-,11.87,3.49,/profile/Mert-Akay-96908/,Mert-Akay-96908
"
						
							Joel Ayayi
						
					",2016,-,"6'2 ½""","6'4""","6'6""","8'5""","29.5""","10'10 ½""","26""","10'7""",160,-,-,-,-,11.59,3.39,/profile/Joel-Ayayi-97191/,Joel-Ayayi-97191
"
						
							Troy Caupain
						
					",2017,-,"6'2 ½""","6'3 ½""","6'7""","8'4 ½""",-,-,"26""","10'6 ½""",210,-,-,-,-,10.55,3.44,/profile/Troy-Caupain-72619/,Troy-Caupain-72619
"
						
							Tai Webster
						
					",2017,-,"6'2 ½""","6'3 ¾""","6'7""","8'3 ½""",-,-,"30""","10'9 ½""",188,-,-,-,-,10.79,3.31,/profile/Tai-Webster-61833/,Tai-Webster-61833
"
						
							Rawle Alkins
						
					",2017,-,"6'2 ½""","6'3 ¾""","6'8 ¾""","8'3""","40.5""","11'7 ½""","31.5""","10'10 ½""",223,11,"8.75""","10""",-,11.99,3.3,/profile/Rawle-Alkins-82169/,Rawle-Alkins-82169
"
						
							Eduards Hazners
						
					",2017,-,"6'2 ½""","6'3 ½""","6'4 ¾""","8'2""",-,-,-,-,193,-,-,-,-,-,-,/profile/Eduards-Hazners-88834/,Eduards-Hazners-88834
"
						
							Mario Ihring
						
					",2017,-,"6'2 ½""","6'3 ½""","6'1 ½""","8'0 ¼""",-,-,-,-,183,-,-,-,-,-,-,/profile/Mario-Ihring-73604/,Mario-Ihring-73604
"
						
							Kristaps Kilps
						
					",2017,-,"6'2 ½""","6'3 ½""","6'3 ¾""","8'3 ¾""",-,-,-,-,178,-,-,-,-,-,-,/profile/Kristaps-Kilps-100836/,Kristaps-Kilps-100836
"
						
							Athanasios Ragias
						
					",2017,-,"6'2 ½""","6'4""","6'4""","8'0""",-,-,-,-,175,-,-,-,-,-,-,/profile/Athanasios-Ragias-113090/,Athanasios-Ragias-113090
"
						
							Josep Franch
						
					",2010,-,"6'2 ¼""","6'3 ½""","6'5""","8'3 ½""","34.3""","11'1 ¾""","24""","10'3 ½""",190,-,-,-,-,-,-,/profile/Josep-Franch-5132/,Josep-Franch-5132
"
						
							Dimitriy Khvostov
						
					",2011,-,"6'2 ¼""","6'3 ½""","6'0""","7'9 ¼""","27.1""","10'0 ¼""","24.2""","9'9 ½""",195,14.8,-,-,-,-,3.51,/profile/Dimitriy-Khvostov-1105/,Dimitriy-Khvostov-1105
"
						
							Janis Strelnieks
						
					",2011,-,"6'2 ¼""","6'3 ½""","6'2 ¾""","7'10 ¼""","26.7""","10'1""","23""","9'9 ¼""",195,6.9,-,-,-,-,3.39,/profile/Janis-Strelnieks-5908/,Janis-Strelnieks-5908
"
						
							Randy Foye
						
					",2006,7,"6'2 ¼""","6'3 ¼""","6'6 ¼""","8'1""","38""","11'3""","32""","10'9""",212,10,-,-,14,10.53,3.23,/profile/Randy-Foye-454/,Randy-Foye-454
"
						
							Russell Westbrook
						
					",2008,4,"6'2 ¼""","6'3 ½""","6'7 ¾""","8'4""","36.5""","11'4 ½""","30""","10'10""",192,4.8,-,-,12,10.98,3.08,/profile/Russell-Westbrook-5062/,Russell-Westbrook-5062
"
						
							Monta Ellis
						
					",2005,40,"6'2 ¼""","6'3 ¼""","6'2 ¾""","8'2""","31.5""","10'9 ½""","26.5""","10'4 ½""",177,-,-,-,-,12.13,3.31,/profile/Monta-Ellis-289/,Monta-Ellis-289
"
						
							Keith Langford
						
					",2005,-,"6'2 ¼""","6'3 ½""","6'9""","8'5""","29.5""","10'10 ½""","32""","11'1""",203,-,-,-,8,11.38,3.23,/profile/Keith-Langford-111/,Keith-Langford-111
"
						
							Kelvin Pena
						
					",2004,-,"6'2 ¼""","6'3 ¼""","6'6 ½""","8'3 ½""","32.5""","11'0""","27.5""","10'7""",182,-,-,-,1,11.5,3.24,/profile/Kelvin-Pena-37981/,Kelvin-Pena-37981
"
						
							Fred Jones
						
					",2002,14,"6'2 ¼""",-,"7'0""","8'4""","37.5""","11'5 ½""","33.5""","11'1 ½""",218,-,-,-,-,11.12,3.13,/profile/Fred-Jones-3076/,Fred-Jones-3076
"
						
							Immanuel McElroy
						
					",2002,-,"6'2 ¼""","6'3 ¼""","6'6 ½""","8'4""",-,-,-,-,191,-,-,-,9,-,-,/profile/Immanuel-Mcelroy-5388/,Immanuel-Mcelroy-5388
"
						
							Gilbert Arenas
						
					",2001,30,"6'2 ¼""",-,"6'9 ½""","8'3 ½""","36""","11'3 ½""","31.5""","10'11""",199,-,-,-,12,-,3.25,/profile/Gilbert-Arenas-1526/,Gilbert-Arenas-1526
"
						
							Alex Scales
						
					",2000,-,"6'2 ¼""","6'3""","6'9""","8'1 ½""","42.5""","11'8""","38.5""","11'4""",185,-,-,-,10,10.98,3.21,/profile/Alex-Scales-5424/,Alex-Scales-5424
"
						
							Eric Maynor
						
					",2009,20,"6'2 ¼""","6'3 ¼""","6'2 ½""","8'1""","31.5""","10'8 ½""","28.5""","10'5 ½""",164,5.4,-,-,8,10.78,3.19,/profile/Eric-Maynor-1262/,Eric-Maynor-1262
"
						
							Casey Mitchell
						
					",2011,-,"6'2 ¼""",-,"6'6 ½""","8'2 ½""",-,-,"29""","10'7 ½""",227,-,-,-,-,12.69,3.29,/profile/Casey-Mitchell-6384/,Casey-Mitchell-6384
"
						
							D'Aundray Brown
						
					",2012,-,"6'2 ¼""","6'3 ½""","6'6 ¼""","8'2 ¾""","36.8""","11'3 ½""","31.3""","10'10""",189,10,"8""",-,12,11.4,3.25,/profile/D-Aundray-Brown-20464/,D-Aundray-Brown-20464
"
						
							Nate Funk
						
					",2007,-,"6'2 ¼""","6'3 ¼""","6'6 ¼""",-,-,-,-,-,194,-,-,-,-,-,-,/profile/Nate-Funk-26917/,Nate-Funk-26917
"
						
							Ibrahim Jaaber
						
					",2007,-,"6'2 ¼""","6'3""","6'8 ½""",-,-,-,-,-,174,-,-,-,-,-,-,/profile/Ibrahim-Jaaber-1205/,Ibrahim-Jaaber-1205
"
						
							Jayson Granger
						
					",2009,-,"6'2 ¼""","6'3 ½""","6'7""","8'3""","31""","10'10""","28""","10'7""",200,-,-,-,-,-,3.6,/profile/Jayson-Granger-5093/,Jayson-Granger-5093
"
						
							Nemanja Gordic
						
					",2009,-,"6'2 ¼""","6'3 ¾""","6'5""","8'3""","32""","10'11""","24""","10'3""",194,-,-,-,-,-,3.67,/profile/Nemanja-Gordic-5164/,Nemanja-Gordic-5164
"
						
							D.J. Richardson
						
					",2013,-,"6'2 ¼""",-,"6'4""","8'2""",-,-,-,-,188,-,-,-,-,-,-,/profile/D.J.-Richardson-5494/,D.J.-Richardson-5494
"
						
							D.J. Seeley
						
					",2013,-,"6'2 ¼""",-,"6'6""","8'2""",-,-,-,-,190,-,-,-,-,-,-,/profile/D.J.-Seeley-16153/,D.J.-Seeley-16153
"
						
							Ian Clark
						
					",2013,-,"6'2 ¼""",-,"6'6 ½""","8'2 ½""",-,-,-,-,173,-,-,-,-,-,-,/profile/Ian-Clark-20446/,Ian-Clark-20446
"
						
							C.J. McCollum
						
					",2013,10,"6'2 ¼""","6'3 ¼""","6'6 ¼""","8'0 ½""","38.5""","11'3""","32""","10'8 ½""",197,8.6,"8""","9.5""",13,11.02,3.32,/profile/C.J.-McCollum-5860/,C.J.-McCollum-5860
"
						
							Sean Armand
						
					",2014,-,"6'2 ¼""",-,"6'7 ½""","8'3""",-,-,"28.5""","10'7 ½""",194,-,-,-,-,11.42,3.47,/profile/Sean-Armand-19336/,Sean-Armand-19336
"
						
							Xavier Thames
						
					",2014,59,"6'2 ¼""","6'3 ½""","6'4""","8'0""","32.5""","10'8 ½""","29""","10'5""",187,6.4,"8.25""","9""",-,11.48,3.48,/profile/Xavier-Thames-17492/,Xavier-Thames-17492
"
						
							Kendall Williams
						
					",2014,-,"6'2 ¼""","6'3 ¾""","6'5 ½""","8'3""","33""","11'0""","27""","10'6""",183,7.2,"8""","7.75""",-,10.83,-,/profile/Kendall-Williams-18416/,Kendall-Williams-18416
"
						
							Allerik Freeman
						
					",2012,-,"6'2 ¼""",-,"6'4 ¼""","8'2 ½""",-,-,-,-,193,-,-,-,-,-,-,/profile/Allerik-Freeman-6461/,Allerik-Freeman-6461
"
						
							Norman Hobbie
						
					",2012,-,"6'2 ¼""",-,"6'3 ¾""","8'0""",-,-,-,-,181,-,-,-,-,-,-,/profile/Norman-Hobbie-78515/,Norman-Hobbie-78515
"
						
							Rysheed Jordan
						
					",2012,-,"6'2 ¼""",-,"6'8 ¼""","8'4""",-,-,-,-,181,-,-,-,-,-,-,/profile/Rysheed-Jordan-72535/,Rysheed-Jordan-72535
"
						
							T.J. Price
						
					",2015,-,"6'2 ¼""",-,"6'9""","8'3""",-,-,"28.5""","10'7 ½""",227,-,-,-,-,11.89,3.22,/profile/T.J.-Price-42140/,T.J.-Price-42140
"
						
							Silas Melson
						
					",2015,-,"6'2 ¼""","6'3""","6'3 ½""","8'2""",-,-,-,-,186,-,-,-,-,-,-,/profile/Silas-Melson-70313/,Silas-Melson-70313
"
						
							Jonny David
						
					",2016,-,"6'2 ¼""","6'3 ¼""","6'4 ¼""","7'11""","34""","10'9""","29.5""","10'4 ½""",185,-,"8.5""","8.75""",11,10.89,-,/profile/Jonny-David-95907/,Jonny-David-95907
"
						
							Shemar Morrow
						
					",2016,-,"6'2 ¼""","6'4""","6'6 ½""",-,-,-,-,-,184,-,-,-,-,-,-,/profile/Shemar-Morrow-93764/,Shemar-Morrow-93764
"
						
							Joshua Nickelberry
						
					",2016,-,"6'2 ¼""","6'3""","6'5 ¼""",-,-,-,-,-,173,-,-,-,-,-,-,/profile/Joshua-Nickelberry-102164/,Joshua-Nickelberry-102164
"
						
							Thomas Heurtel
						
					",2010,-,"6'2""","6'3""","6'2 ¼""","8'0 ¼""","36.2""","11'0 ½""","26.8""","10'3 ¼""",175,-,-,-,-,-,-,/profile/Thomas-Heurtel-5530/,Thomas-Heurtel-5530
"
						
							Edwin Jackson
						
					",2010,-,"6'2""","6'3""","6'6 ½""","8'3 ½""","36.2""","11'3 ¾""","31.1""","10'10 ½""",201,-,-,-,-,-,-,/profile/Edwin-Jackson-1359/,Edwin-Jackson-1359
"
						
							Andreas Person
						
					",2010,-,"6'2""","6'2 ¾""","6'4 ¼""","8'2""","34.6""","11'0 ½""","25.6""","10'3 ½""",174,-,-,-,-,-,-,/profile/Andreas-Person-1346/,Andreas-Person-1346
"
						
							Brandon Heath
						
					",2007,-,"6'2""","6'3 ¾""","6'7""","7'10""","36""","10'10""","32""","10'6""",181,9,-,-,11,11.39,3.28,/profile/Brandon-Heath-437/,Brandon-Heath-437
"
						
							Acie Law
						
					",2007,11,"6'2""","6'3 ½""","6'6 ½""","8'2""","34""","11'0""","29""","10'7""",186,5.6,-,-,8,11,3.22,/profile/Acie-Law-577/,Acie-Law-577
"
						
							Ramon Sessions
						
					",2007,56,"6'2""","6'3 ¾""","6'4 ¼""","8'1 ½""","33.5""","10'11""","29.5""","10'7""",185,6.2,-,-,8,11.65,3.27,/profile/Ramon-Sessions-466/,Ramon-Sessions-466
"
						
							Taquan Dean
						
					",2006,-,"6'2""","6'3""","6'6 ¾""","8'2""","34.5""","11'0 ½""","30.5""","10'8 ½""",183,3.9,-,-,16,10.53,3.2,/profile/Taquan-Dean-375/,Taquan-Dean-375
"
						
							Dwayne Mitchell
						
					",2006,-,"6'2""","6'3 ¼""","6'6 ½""","8'2 ½""","41.5""","11'8""","37.5""","11'4""",208,4.5,-,-,17,11.45,3.16,/profile/Dwayne-Mitchell-515/,Dwayne-Mitchell-515
"
						
							Marcus Williams (UConn)
						
					",2006,22,"6'2""","6'3 ¼""","6'7""","8'1 ½""","28""","10'5 ½""","24.5""","10'2""",215,12.4,-,-,4,11.3,3.4,/profile/Marcus-Williams-%28UConn%29-180/,Marcus-Williams-%28UConn%29-180
"
						
							Bryce Drew
						
					",1998,16,"6'2""",-,-,-,-,-,-,-,187,-,-,-,-,-,-,/profile/Bryce-Drew-2270/,Bryce-Drew-2270
"
						
							Mitch Henderson
						
					",1998,-,"6'2""",-,-,-,-,-,-,-,192,-,-,-,-,-,-,/profile/Mitch-Henderson-54471/,Mitch-Henderson-54471
"
						
							Marcus Saxon
						
					",1998,-,"6'2""",-,-,-,-,-,-,-,208,-,-,-,-,-,-,/profile/Marcus-Saxon-54042/,Marcus-Saxon-54042
"
						
							Antonio Daniels
						
					",1997,4,"6'2""",-,"6'8""",-,-,-,-,-,197,-,-,-,-,-,-,/profile/Antonio-Daniels-2131/,Antonio-Daniels-2131
"
						
							Eric Gordon
						
					",2008,7,"6'2""","6'3 ¼""","6'9""","8'3""","40""","11'7""","32""","10'11""",222,8.2,-,-,15,10.81,3.01,/profile/Eric-Gordon-328/,Eric-Gordon-328
"
						
							Luther Head
						
					",2005,24,"6'2""","6'3""","6'5 ¼""","8'2 ½""","38.5""","11'5""","31.5""","10'10""",179,-,-,-,14,11.12,3.21,/profile/Luther-Head-320/,Luther-Head-320
"
						
							Romain Sato
						
					",2004,52,"6'2""","6'3 ¼""","6'11""","8'6 ½""","35.5""","11'6""","31.5""","11'2""",204,-,-,-,8,11.27,3.18,/profile/Romain-Sato-5195/,Romain-Sato-5195
"
						
							Darren Kelly
						
					",2001,-,"6'2""","6'3 ½""","6'6 ¾""","8'4""","34.5""","11'2 ½""","30.5""","10'10 ½""",178,-,-,-,1,11.38,3.21,/profile/Darren-Kelly-43518/,Darren-Kelly-43518
"
						
							Stephen Curry
						
					",2009,7,"6'2""","6'3 ¼""","6'3 ½""","8'1""","35.5""","11'0 ½""","29.5""","10'6 ½""",181,5.7,-,-,10,11.07,3.28,/profile/Stephen-Curry-1170/,Stephen-Curry-1170
"
						
							Osiris Eldridge
						
					",2010,-,"6'2""",-,"6'4 ¾""","8'1 ¼""",-,-,-,-,211,-,-,-,-,-,-,/profile/Osiris-Eldridge-5324/,Osiris-Eldridge-5324
"
						
							Avery Bradley
						
					",2010,19,"6'2""","6'3 ¼""","6'7 ¼""","8'2 ½""","37.5""","11'4""","31.5""","10'10""",180,4,"8.25""","9.5""",2,11.47,3.14,/profile/Avery-Bradley-5285/,Avery-Bradley-5285
"
						
							Armon Johnson
						
					",2010,34,"6'2""","6'3 ¼""","6'8""","8'3 ½""","38.5""","11'6""","31.5""","10'11""",195,5.6,"8.25""","9.25""",18,11.25,3.19,/profile/Armon-Johnson-5752/,Armon-Johnson-5752
"
						
							Malcolm Delaney
						
					",2011,-,"6'2""",-,"6'6 ½""","8'2 ¼""",-,-,"26""","10'4 ¼""",185,-,-,-,-,11.87,3.32,/profile/Malcolm-Delaney-5522/,Malcolm-Delaney-5522
"
						
							Anthony Gurley
						
					",2011,-,"6'2""",-,"6'6 ½""","8'1 ¾""",-,-,"28.5""","10'6 ¼""",212,-,-,-,-,12.06,3.31,/profile/Anthony-Gurley-1213/,Anthony-Gurley-1213
"
						
							D'Angelo Harrison
						
					",2010,-,"6'2""",-,"6'5""","8'1""",-,-,-,-,189,-,-,-,-,-,-,/profile/D-Angelo-Harrison-42001/,D-Angelo-Harrison-42001
"
						
							Ty Johnson
						
					",2010,-,"6'2""",-,"6'7""","8'2""",-,-,-,-,187,-,-,-,-,-,-,/profile/Ty-Johnson-42106/,Ty-Johnson-42106
"
						
							Myck Kabongo
						
					",2010,-,"6'2""",-,"6'10""","8'0""",-,-,-,-,168,-,-,-,-,-,-,/profile/Myck-Kabongo-5693/,Myck-Kabongo-5693
"
						
							Cedric McAfee
						
					",2010,-,"6'2""",-,"6'5""","7'11""",-,-,-,-,176,-,-,-,-,-,-,/profile/Cedric-McAfee-40585/,Cedric-McAfee-40585
"
						
							B.J. Young
						
					",2010,-,"6'2""",-,"6'8""","8'2""",-,-,-,-,158,-,-,-,-,-,-,/profile/B.J.-Young-6243/,B.J.-Young-6243
"
						
							Kyle Fogg
						
					",2012,-,"6'2""",-,"6'9 ½""",-,-,-,"32.8""","2'7 ¾""",183,-,-,-,-,10.86,3.26,/profile/Kyle-Fogg-19518/,Kyle-Fogg-19518
"
						
							Jorge Gutierrez
						
					",2012,-,"6'2""",-,"6'6""",-,-,-,"29.3""","2'4 ¼""",194,-,-,-,-,11.1,3.39,/profile/Jorge-Gutierrez-20736/,Jorge-Gutierrez-20736
"
						
							Jesse Sanders
						
					",2012,-,"6'2""",-,"6'2 ½""",-,-,-,"30.3""","2'5 ¼""",197,-,-,-,-,11.32,3.36,/profile/Jesse-Sanders-19122/,Jesse-Sanders-19122
"
						
							Je'Kel Foster
						
					",2006,-,"6'2""","6'3""","6'9 ¾""",-,-,-,-,-,211,-,-,-,-,-,-,/profile/Je-Kel-Foster-1030/,Je-Kel-Foster-1030
"
						
							Jaycee Carroll
						
					",2008,-,"6'2""","6'3""","6'3 ¼""",-,-,-,-,-,181,-,-,-,-,-,-,/profile/Jaycee-Carroll-463/,Jaycee-Carroll-463
"
						
							Rob McKiver
						
					",2008,-,"6'2""","6'2 ¾""","6'3 ½""",-,-,-,-,-,208,-,-,-,-,-,-,/profile/Rob-McKiver-5075/,Rob-McKiver-5075
"
						
							Amir Coffey
						
					",2012,-,"6'2""","6'3""","6'4""","8'5""",-,-,-,-,155,-,-,-,-,-,-,/profile/Amir-Coffey-7232/,Amir-Coffey-7232
"
						
							Quentin Goodin
						
					",2013,-,"6'2""","6'3""","6'5""","8'2""",-,-,-,-,167,-,-,-,-,-,-,/profile/Quentin-Goodin-7237/,Quentin-Goodin-7237
"
						
							Kris Dunn
						
					",2013,5,"6'2""","6'2 ½""","6'8""","8'5 ½""",-,-,-,-,192,-,-,-,-,-,-,/profile/Kris-Dunn-6440/,Kris-Dunn-6440
"
						
							Rodney Purvis
						
					",2013,-,"6'2""","6'3 ½""","6'6""","8'3""",-,-,-,-,205,-,-,-,-,-,-,/profile/Rodney-Purvis-6296/,Rodney-Purvis-6296
"
						
							Marcus Smart
						
					",2013,6,"6'2""","6'4""","6'8""","8'4""",-,-,-,-,226,-,-,-,-,-,-,/profile/Marcus-Smart-6284/,Marcus-Smart-6284
"
						
							Nigel Williams-Goss
						
					",2013,55,"6'2""","6'4""","6'6""","8'5""",-,-,-,-,183,-,-,-,-,-,-,/profile/Nigel-Williams-Goss-7093/,Nigel-Williams-Goss-7093
"
						
							De'Aaron Fox
						
					",2013,5,"6'2""",-,"6'4""",-,-,-,-,-,158,-,-,-,-,-,-,/profile/De-Aaron-Fox-72510/,De-Aaron-Fox-72510
"
						
							Prince Ali
						
					",2013,-,"6'2""",-,"6'7""",-,-,-,-,-,180,-,-,-,-,-,-,/profile/Prince-Ali-76402/,Prince-Ali-76402
"
						
							Antonio Blakeney
						
					",2013,-,"6'2""",-,"6'7""",-,-,-,-,-,168,-,-,-,-,-,-,/profile/Antonio-Blakeney-76407/,Antonio-Blakeney-76407
"
						
							Christian James
						
					",2013,-,"6'2""",-,"6'6""",-,-,-,-,-,197,-,-,-,-,-,-,/profile/Christian-James-76434/,Christian-James-76434
"
						
							Dennis Smith
						
					",2013,9,"6'2""",-,"6'3""",-,-,-,-,-,160,-,-,-,-,-,-,/profile/Dennis-Smith-76448/,Dennis-Smith-76448
"
						
							Kenneth Williams
						
					",2013,-,"6'2""",-,"6'5""",-,-,-,-,-,159,-,-,-,-,-,-,/profile/Kenneth-Williams-76452/,Kenneth-Williams-76452
"
						
							Tyler Johnson
						
					",2014,-,"6'2""",-,"6'6""","8'2""",-,-,"32""","10'10""",177,-,-,-,-,11.41,3.25,/profile/Tyler-Johnson-16130/,Tyler-Johnson-16130
"
						
							Ludde Hakanson
						
					",2014,-,"6'2""","6'3""","6'3 ¾""","8'1 ½""","31""","10'8 ½""","27""","10'4 ½""",194,-,-,-,-,11.36,3.38,/profile/Ludde-Hakanson-46482/,Ludde-Hakanson-46482
"
						
							Jagan Mosely
						
					",2014,-,"6'2""",-,"6'9""",-,-,-,-,-,199,-,-,-,-,-,-,/profile/Jagan-Mosely-83150/,Jagan-Mosely-83150
"
						
							Miles Overton
						
					",2012,-,"6'2""",-,"6'7""","8'4""",-,-,-,-,216,-,-,-,-,-,-,/profile/Miles-Overton-72637/,Miles-Overton-72637
"
						
							Darreon Reddick
						
					",2012,-,"6'2""",-,"6'8 ¾""","8'4""",-,-,-,-,202,-,-,-,-,-,-,/profile/Darreon-Reddick-86981/,Darreon-Reddick-86981
"
						
							Brett Comer
						
					",2015,-,"6'2""",-,"6'3""","8'0""",-,-,"27""","10'3""",195,-,-,-,-,11.87,3.37,/profile/Brett-Comer-40869/,Brett-Comer-40869
"
						
							Daejon Davis
						
					",2015,-,"6'2""","6'4""","6'6""","8'2""",-,-,-,-,171,-,-,-,-,-,-,/profile/Daejon-Davis-90080/,Daejon-Davis-90080
"
						
							Jaylen Nowell
						
					",2015,-,"6'2""","6'3 ½""","6'6 ½""","8'2""",-,-,-,-,176,-,-,-,-,-,-,/profile/Jaylen-Nowell-90082/,Jaylen-Nowell-90082
"
						
							Alberto Diaz
						
					",2015,-,"6'2""","6'3""","6'4""","8'1 ½""","27""","10'4 ½""","24""","10'1 ½""",188,-,-,-,-,12.16,3.56,/profile/Alberto-Diaz-44110/,Alberto-Diaz-44110
"
						
							Christian Popoola
						
					",2015,-,"6'2""",-,"6'5 ½""",-,-,-,-,-,183,-,-,-,-,-,-,/profile/Christian-Popoola-82963/,Christian-Popoola-82963
"
						
							Jamal Johnson
						
					",2015,-,"6'2""",-,"6'7""",-,-,-,-,-,168,-,-,-,-,-,-,/profile/Jamal-Johnson-89929/,Jamal-Johnson-89929
"
						
							Jay Jay Chandler
						
					",2015,-,"6'2""",-,"6'3 ½""",-,-,-,-,-,171,-,-,-,-,-,-,/profile/Jay-Jay-Chandler-91216/,Jay-Jay-Chandler-91216
"
						
							Jordan Goodwin
						
					",2015,-,"6'2""",-,"6'10""",-,-,-,-,-,217,-,-,-,-,-,-,/profile/Jordan-Goodwin-91255/,Jordan-Goodwin-91255
"
						
							Jordan Poole
						
					",2015,-,"6'2""",-,"6'4""",-,-,-,-,-,177,-,-,-,-,-,-,/profile/Jordan-Poole-91257/,Jordan-Poole-91257
"
						
							Tavin Lovan
						
					",2015,-,"6'2""",-,"6'5""",-,-,-,-,-,180,-,-,-,-,-,-,/profile/Tavin-Lovan-89942/,Tavin-Lovan-89942
"
						
							Jeff Dowtin
						
					",2015,-,"6'2""",-,"6'7""","8'3""","34""","11'1""","28.5""","10'7 ½""",154,-,-,-,-,12.14,3.27,/profile/Jeff-Dowtin-90307/,Jeff-Dowtin-90307
"
						
							Ty-Shon Alexander
						
					",2015,-,"6'2""",-,"6'8""","8'4""","32""","11'0""","23.5""","10'3 ½""",194,-,-,-,-,11.96,3.44,/profile/Ty-Shon-Alexander-90447/,Ty-Shon-Alexander-90447
"
						
							Paul Scruggs
						
					",2015,-,"6'2""",-,"6'10""","8'4 ½""","29.5""","10'10""","23.5""","10'4""",194,-,-,-,-,12.44,3.42,/profile/Paul-Scruggs-90688/,Paul-Scruggs-90688
"
						
							Ron Baker
						
					",2015,-,"6'2""","6'4""","6'9 ½""","8'4""",-,-,-,-,210,-,-,-,-,-,-,/profile/Ron-Baker-42146/,Ron-Baker-42146
"
						
							A.J. English
						
					",2016,-,"6'2""","6'3 ½""","6'9""","8'4""",-,-,"26""","10'6""",180,-,-,-,-,11.86,3.43,/profile/A.J.-English-66184/,A.J.-English-66184
"
						
							Bryn Forbes
						
					",2016,-,"6'2""","6'3""","6'5""","8'3 ½""",-,-,"24.5""","10'4""",187,-,-,-,-,11.13,3.3,/profile/Bryn-Forbes-65428/,Bryn-Forbes-65428
"
						
							Melvin Johnson
						
					",2016,-,"6'2""","6'3 ½""","6'6""","8'3 ½""",-,-,"27""","10'6 ½""",200,-,-,-,-,11.01,3.34,/profile/Melvin-Johnson-58735/,Melvin-Johnson-58735
"
						
							Maodo Lo
						
					",2016,-,"6'2""","6'3 ½""","6'7 ½""","8'4""",-,-,"26""","10'6""",200,-,-,-,-,11.02,3.24,/profile/Maodo-Lo-66218/,Maodo-Lo-66218
"
						
							Gary Payton II
						
					",2016,-,"6'2""","6'3""","6'8""","8'3 ½""","38.5""","11'6""","31.5""","10'11""",184,4,"8.75""","9.5""",-,11.57,3.23,/profile/Gary-Payton-II-88099/,Gary-Payton-II-88099
"
						
							Aleksa Avramovic
						
					",2016,-,"6'2""","6'3 ½""","6'5""","8'4""","33.5""","11'1 ½""","29.5""","10'9 ½""",182,-,-,-,-,11.41,3.29,/profile/Aleksa-Avramovic-76801/,Aleksa-Avramovic-76801
"
						
							Theo Maledon
						
					",2016,-,"6'2""","6'3""","6'7 ½""","8'4""","30.5""","10'10 ½""","26""","10'6""",166,-,-,-,-,12.29,3.45,/profile/Theo-Maledon-97511/,Theo-Maledon-97511
