Player,From,To,Pos,Ht,Wt,Birth_Date,College,Link,Bref_ID,HOF,Ht_Inches
Tom Thacker,1964,1971,G-F,6-2,170.0,1939-11-02,University of Cincinnati,/players/t/thackto01.html,thackto01,0,74.0
Floyd Theard,1970,1970,G,6-1,170.0,1944-09-05,Kentucky State University,/players/t/thearfl01.html,thearfl01,0,73.0
Reggie Theus,1979,1991,G,6-7,190.0,1957-10-13,"University of Nevada, Las Vegas",/players/t/theusre01.html,theusre01,0,79.0
Peter Thibeaux,1985,1986,F,6-7,210.0,1961-10-03,Saint Mary's College of California,/players/t/thibepe01.html,thibepe01,0,79.0
Bill Thieben,1957,1958,F-C,6-7,215.0,1935-03-28,Hofstra University,/players/t/thiebbi01.html,thiebbi01,0,79.0
Justus Thigpen,1970,1974,G,6-1,160.0,1947-08-13,Weber State University,/players/t/thigpju01.html,thigpju01,0,73.0
David Thirdkill,1983,1987,F-G,6-7,195.0,1960-04-12,Bradley University,/players/t/thirdda01.html,thirdda01,0,79.0
Adonis Thomas,2014,2014,F,6-7,200.0,1993-03-25,University of Memphis,/players/t/thomaad01.html,thomaad01,0,79.0
Billy Thomas,2005,2008,G,6-4,208.0,1975-12-23,University of Kansas,/players/t/thomabi01.html,thomabi01,0,76.0
Carl Thomas,1992,1998,G,6-4,175.0,1969-10-03,Eastern Michigan University,/players/t/thomaca01.html,thomaca01,0,76.0
Charles Thomas,1992,1992,G,6-3,175.0,1969-10-03,Eastern Michigan University,/players/t/thomach01.html,thomach01,0,75.0
Etan Thomas,2002,2011,F,6-9,256.0,1978-04-01,Syracuse University,/players/t/thomaet01.html,thomaet01,0,81.0
Irving Thomas,1991,1991,F,6-8,225.0,1966-01-02,Florida State University,/players/t/thomair01.html,thomair01,0,80.0
Isaiah Thomas,2012,2017,G,5-9,185.0,1989-02-07,University of Washington,/players/t/thomais02.html,thomais02,0,69.0
Isiah Thomas,1982,1994,G,6-1,180.0,1961-04-30,Indiana University,/players/t/thomais01.html,thomais01,1,73.0
Jamel Thomas,2000,2001,F,6-6,215.0,1973-03-25,Providence College,/players/t/thomaja01.html,thomaja01,0,78.0
James Thomas,2005,2006,F,6-8,235.0,1980-11-22,University of Texas at Austin,/players/t/thomaja02.html,thomaja02,0,80.0
Jim Thomas,1984,1991,G,6-3,190.0,1960-10-19,Indiana University,/players/t/thomaji01.html,thomaji01,0,75.0
Joe Thomas,1971,1971,F,6-6,205.0,1948-03-09,Marquette University,/players/t/thomajo01.html,thomajo01,0,78.0
John Thomas,1998,2006,F,6-9,265.0,1975-09-08,University of Minnesota,/players/t/thomajo02.html,thomajo02,0,81.0
Kenny Thomas,2000,2010,F,6-7,261.0,1977-07-25,University of New Mexico,/players/t/thomake01.html,thomake01,0,79.0
Kurt Thomas,1996,2013,F,6-9,230.0,1972-10-04,Texas Christian University,/players/t/thomaku01.html,thomaku01,0,81.0
Lance Thomas,2012,2017,F,6-8,235.0,1988-04-24,Duke University,/players/t/thomala01.html,thomala01,0,80.0
Malcolm Thomas,2012,2015,F,6-9,225.0,1988-11-08,San Diego State University,/players/t/thomama01.html,thomama01,0,81.0
Ronald Thomas,1973,1976,F,6-6,215.0,1950-11-19,University of Louisville,/players/t/thomaro01.html,thomaro01,0,78.0
Terry Thomas,1976,1976,F,6-8,220.0,1953-08-20,University of Detroit Mercy,/players/t/thomate01.html,thomate01,0,80.0
Tim Thomas,1998,2010,F,6-10,230.0,1977-02-26,Villanova University,/players/t/thomati01.html,thomati01,0,82.0
Tyrus Thomas,2007,2015,F,6-9,215.0,1986-08-17,Louisiana State University,/players/t/thomaty01.html,thomaty01,0,81.0
Willis Thomas,1968,1968,G,6-2,185.0,,Tennessee State University,/players/t/thomawi01.html,thomawi01,0,74.0
Trey Thompkins,2012,2012,F,6-10,245.0,1990-05-20,University of Georgia,/players/t/thomptr02.html,thomptr02,0,82.0
Bernard Thompson,1985,1989,F-G,6-6,210.0,1962-08-30,"California State University, Fresno",/players/t/thompbe01.html,thompbe01,0,78.0
Billy Thompson,1987,1992,F,6-7,195.0,1963-12-01,University of Louisville,/players/t/thompbi01.html,thompbi01,0,79.0
Brooks Thompson,1995,1998,G,6-4,193.0,1970-07-19,Oklahoma State University,/players/t/thompbr01.html,thompbr01,0,76.0
Corny Thompson,1983,1983,F,6-8,225.0,1960-02-05,University of Connecticut,/players/t/thompco01.html,thompco01,0,80.0
David Thompson,1976,1984,G-F,6-4,195.0,1954-07-13,North Carolina State University,/players/t/thompda01.html,thompda01,1,76.0
Dijon Thompson,2006,2007,G-F,6-7,195.0,1983-02-23,"University of California, Los Angeles",/players/t/thompdi01.html,thompdi01,0,79.0
George Thompson,1970,1975,G,6-2,200.0,1947-11-29,Marquette University,/players/t/thompge01.html,thompge01,0,74.0
Hollis Thompson,2014,2017,G-F,6-8,206.0,1991-04-03,Georgetown University,/players/t/thompho01.html,thompho01,0,80.0
Jack Thompson,1969,1969,G,6-1,185.0,1946-03-26,University of South Carolina,/players/t/thompja01.html,thompja01,0,73.0
Jason Thompson,2009,2016,F-C,6-11,250.0,1986-07-21,Rider University,/players/t/thompja02.html,thompja02,0,83.0
John Thompson,1965,1966,F,6-10,225.0,1941-09-02,Providence College,/players/t/thompjo01.html,thompjo01,1,82.0
Kevin Thompson,1994,1994,C-F,6-11,260.0,1971-02-07,North Carolina State University,/players/t/thompke01.html,thompke01,0,83.0
Klay Thompson,2012,2017,G,6-7,215.0,1990-02-08,Washington State University,/players/t/thompkl01.html,thompkl01,0,79.0
LaSalle Thompson,1983,1997,C-F,6-10,245.0,1961-06-23,University of Texas at Austin,/players/t/thompla01.html,thompla01,0,82.0
Mychal Thompson,1979,1991,C-F,6-10,226.0,1955-01-30,University of Minnesota,/players/t/thompmy01.html,thompmy01,0,82.0
Mychel Thompson,2012,2012,G,6-6,211.0,1988-06-01,Pepperdine University,/players/t/thompmy02.html,thompmy02,0,78.0
Paul Thompson,1984,1986,G-F,6-6,210.0,1961-05-25,Tulane University,/players/t/thomppa01.html,thomppa01,0,78.0
Stephen Thompson,1992,1992,G,6-4,185.0,1968-12-02,Syracuse University,/players/t/thompst01.html,thompst01,0,76.0
Tristan Thompson,2012,2017,F-C,6-9,238.0,1991-03-13,University of Texas at Austin,/players/t/thomptr01.html,thomptr01,0,81.0
Skip Thoren,1968,1970,C,6-10,230.0,1943-04-05,University of Illinois at Urbana-Champaign,/players/t/thoresk01.html,thoresk01,0,82.0
Rod Thorn,1964,1971,G,6-4,195.0,1941-05-23,West Virginia University,/players/t/thornro01.html,thornro01,0,76.0
Al Thornton,2008,2011,F,6-8,220.0,1983-12-07,Florida State University,/players/t/thornal01.html,thornal01,0,80.0
Bob Thornton,1986,1996,F-C,6-10,225.0,1962-07-10,"University of California, Irvine",/players/t/thornbo01.html,thornbo01,0,82.0
Dallas Thornton,1969,1970,G,6-4,190.0,1946-09-01,Kentucky Wesleyan College,/players/t/thornda01.html,thornda01,0,76.0
Marcus Thornton,2010,2017,G,6-4,205.0,1987-06-05,Louisiana State University,/players/t/thornma01.html,thornma01,0,76.0
Otis Thorpe,1985,2001,F-C,6-9,225.0,1962-08-05,Providence College,/players/t/thorpot01.html,thorpot01,0,81.0
Sedale Threatt,1984,1997,G,6-2,175.0,1961-09-10,West Virginia University Institute of Technology,/players/t/threase01.html,threase01,0,74.0
Nate Thurmond,1964,1977,C-F,6-11,225.0,1941-07-25,Bowling Green State University,/players/t/thurmna01.html,thurmna01,1,83.0
Mel Thurston,1948,1948,G,6-0,175.0,1919-01-16,Canisius College,/players/t/thursme01.html,thursme01,0,72.0
Hal Tidrick,1949,1949,F-G,6-1,190.0,1915-08-04,Washington & Jefferson College,/players/t/tidriha01.html,tidriha01,0,73.0
Dan Tieman,1963,1963,G,6-0,185.0,1940-11-30,Thomas More College,/players/t/tiemada01.html,tiemada01,0,72.0
Darren Tillis,1983,1984,C-F,6-11,215.0,1960-02-23,Cleveland State University,/players/t/tillida01.html,tillida01,0,83.0
Jack Tingle,1948,1949,F,6-4,205.0,1924-12-30,University of Kentucky,/players/t/tinglja01.html,tinglja01,0,76.0
George Tinsley,1970,1972,F,6-5,205.0,1946-09-19,Kentucky Wesleyan College,/players/t/tinslge01.html,tinslge01,0,77.0
Jamaal Tinsley,2002,2014,G,6-3,195.0,1978-02-28,Iowa State University,/players/t/tinslja01.html,tinslja01,0,75.0
Wayman Tisdale,1986,1997,F-C,6-9,240.0,1964-06-09,University of Oklahoma,/players/t/tisdawa01.html,tisdawa01,0,81.0
Mike Tobey,2017,2017,C,7-0,260.0,1994-10-10,University of Virginia,/players/t/tobeymi01.html,tobeymi01,0,84.0
Mike Todorovich,1950,1951,F-C,6-5,220.0,1923-06-11,University of Wyoming,/players/t/todormi01.html,todormi01,0,77.0
Ray Tolbert,1982,1989,F,6-9,225.0,1958-09-10,Indiana University,/players/t/tolbera01.html,tolbera01,0,81.0
Tom Tolbert,1989,1995,F-C,6-7,235.0,1965-10-16,University of Arizona,/players/t/tolbeto01.html,tolbeto01,0,79.0
Anthony Tolliver,2009,2017,F-C,6-8,240.0,1985-06-01,Creighton University,/players/t/tollian01.html,tollian01,0,80.0
Dean Tolson,1975,1978,F,6-8,190.0,1951-11-25,University of Arkansas,/players/t/tolsode01.html,tolsode01,0,80.0
Rudy Tomjanovich,1971,1981,F,6-8,218.0,1948-11-24,University of Michigan,/players/t/tomjaru01.html,tomjaru01,0,80.0
Andrew Toney,1981,1988,G,6-3,178.0,1957-11-23,University of Louisiana at Lafayette,/players/t/toneyan01.html,toneyan01,0,75.0
Sedric Toney,1986,1994,G,6-2,178.0,1962-04-13,University of Dayton,/players/t/toneyse01.html,toneyse01,0,74.0
Andy Tonkovich,1949,1949,G,6-1,185.0,1922-11-01,Marshall University,/players/t/tonkoan01.html,tonkoan01,0,73.0
Andy Toolson,1991,1996,G-F,6-6,210.0,1966-01-19,Brigham Young University,/players/t/toolsan01.html,toolsan01,0,78.0
Jack Toomay,1948,1950,C-F,6-6,215.0,1922-08-09,University of the Pacific,/players/t/toomaja01.html,toomaja01,0,78.0
Bernard Toone,1980,1980,F,6-9,210.0,1956-07-14,Marquette University,/players/t/toonebe01.html,toonebe01,0,81.0
Irv Torgoff,1947,1949,F,6-2,192.0,1917-03-06,Long Island University,/players/t/torgoir01.html,torgoir01,0,74.0
Gene Tormohlen,1963,1970,C-F,6-8,230.0,1937-05-12,University of Tennessee,/players/t/tormobu01.html,tormobu01,0,80.0
Oscar Torres,2002,2003,F,6-6,210.0,1976-12-18,,/players/t/torreos01.html,torreos01,0,78.0
Bill Tosheff,1952,1954,G,6-1,175.0,1926-06-02,Indiana University,/players/t/toshebi01.html,toshebi01,0,73.0
Bob Tough,1949,1950,G-F,6-0,185.0,1920-08-28,St. John's University,/players/t/toughbo01.html,toughbo01,0,72.0
Axel Toupane,2016,2017,G-F,6-7,197.0,1992-07-23,,/players/t/toupaax01.html,toupaax01,0,79.0
Monte Towe,1976,1977,G,5-7,150.0,1953-09-27,North Carolina State University,/players/t/towemo01.html,towemo01,0,67.0
Keith Tower,1994,1997,C-F,6-11,250.0,1970-05-15,University of Notre Dame,/players/t/towerke01.html,towerke01,0,83.0
Blackie Towery,1949,1950,F-C,6-4,210.0,1920-06-20,Western Kentucky University,/players/t/towerbl01.html,towerbl01,0,76.0
Linton Townes,1983,1985,F-G,6-7,190.0,1959-11-30,James Madison University,/players/t/towneli01.html,towneli01,0,79.0
Karl-Anthony Towns,2016,2017,C-F,7-0,244.0,1995-11-15,University of Kentucky,/players/t/townska01.html,townska01,0,84.0
Raymond Townsend,1979,1982,G,6-3,175.0,1955-12-20,"University of California, Los Angeles",/players/t/townsra01.html,townsra01,0,75.0
George Trapp,1972,1977,F-C,6-8,205.0,1948-07-11,"California State University, Long Beach",/players/t/trappge01.html,trappge01,0,80.0
John Trapp,1969,1973,F,6-7,210.0,1945-10-02,"University of Nevada, Las Vegas",/players/t/trappjo01.html,trappjo01,0,79.0
Robert Traylor,1999,2005,F,6-8,284.0,1977-02-01,University of Michigan,/players/t/traylro01.html,traylro01,0,80.0
Gary Trent,1996,2004,F,6-8,250.0,1974-09-22,Ohio University,/players/t/trentga01.html,trentga01,0,80.0
Jeff Trepagnier,2002,2004,G,6-4,200.0,1979-07-11,University of Southern California,/players/t/trepaje01.html,trepaje01,0,76.0
John Tresvant,1965,1973,F-C,6-7,215.0,1939-11-06,Seattle University,/players/t/tresvjo01.html,tresvjo01,0,79.0
Dick Triptow,1949,1950,G-F,6-0,170.0,1922-11-03,DePaul University,/players/t/triptdi01.html,triptdi01,0,72.0
Kelly Tripucka,1982,1991,F-G,6-6,220.0,1959-02-16,University of Notre Dame,/players/t/tripuke01.html,tripuke01,0,78.0
Ansley Truitt,1973,1973,C,6-9,215.0,1950-08-24,University of California,/players/t/truitan01.html,truitan01,0,81.0
Cezary Trybanski,2003,2004,C,7-2,240.0,1979-09-22,,/players/t/trybace01.html,trybace01,0,86.0
Jake Tsakalidis,2001,2007,C,7-2,285.0,1979-06-10,,/players/t/tsakaja01.html,tsakaja01,0,86.0
John Tschogl,1973,1975,F,6-6,206.0,1950-04-25,"University of California, Santa Barbara",/players/t/tschojo01.html,tschojo01,0,78.0
Lou Tsioropoulos,1957,1959,F,6-5,190.0,1930-08-31,University of Kentucky,/players/t/tsiorlo01.html,tsiorlo01,0,77.0
Nikoloz Tskitishvili,2003,2006,F,7-0,225.0,1983-04-14,,/players/t/tskitni01.html,tskitni01,0,84.0
Al Tucker,1968,1972,F,6-8,190.0,1943-02-24,Oklahoma Baptist University,/players/t/tuckeal01.html,tuckeal01,0,80.0
Alando Tucker,2008,2010,F,6-6,205.0,1984-02-11,University of Wisconsin,/players/t/tuckeal02.html,tuckeal02,0,78.0
Anthony Tucker,1995,1995,F,6-8,220.0,1969-04-04,Wake Forest University,/players/t/tuckean01.html,tuckean01,0,80.0
Jim Tucker,1955,1957,F,6-7,185.0,1932-12-11,Duquesne University,/players/t/tuckeji01.html,tuckeji01,0,79.0
P.J. Tucker,2007,2017,F,6-6,245.0,1985-05-05,University of Texas at Austin,/players/t/tuckepj01.html,tuckepj01,0,78.0
Trent Tucker,1983,1993,G,6-5,193.0,1959-12-20,University of Minnesota,/players/t/tucketr01.html,tucketr01,0,77.0
Ronny Turiaf,2006,2015,F,6-10,249.0,1983-01-13,Gonzaga University,/players/t/turiaro01.html,turiaro01,0,82.0
Mirsad Turkcan,2000,2000,F,6-9,236.0,1976-06-07,,/players/t/turkcmi01.html,turkcmi01,0,81.0
Hedo Turkoglu,2001,2015,F,6-10,220.0,1979-03-19,,/players/t/turkohe01.html,turkohe01,0,82.0
Andre Turner,1987,1992,G,5-11,160.0,1964-12-13,University of Memphis,/players/t/turnean01.html,turnean01,0,71.0
Bill Turner,1968,1973,F,6-7,220.0,1944-02-18,University of Akron,/players/t/turnebi01.html,turnebi01,0,79.0
Elston Turner,1982,1989,G-F,6-5,190.0,1959-06-10,University of Mississippi,/players/t/turneel01.html,turneel01,0,77.0
Evan Turner,2011,2017,G,6-7,220.0,1988-10-27,Ohio State University,/players/t/turneev01.html,turneev01,0,79.0
Gary Turner,1968,1968,F,6-7,200.0,,Texas Christian University,/players/t/turnega01.html,turnega01,0,79.0
Henry Turner,1990,1995,G-F,6-7,200.0,1966-08-18,"California State University, Fullerton",/players/t/turnehe02.html,turnehe02,0,79.0
Herschell Turner,1968,1968,G,6-2,195.0,1938-03-29,University of Nebraska,/players/t/turnehe01.html,turnehe01,0,74.0
Jack Turner,1955,1955,F-G,6-4,170.0,1930-06-29,Western Kentucky University,/players/t/turneja01.html,turneja01,0,76.0
Jack Turner,1962,1962,G-F,6-5,200.0,1939-06-05,University of Louisville,/players/t/turneja02.html,turneja02,0,77.0
Jeff Turner,1985,1996,F-C,6-9,230.0,1962-04-09,Vanderbilt University,/players/t/turneje01.html,turneje01,0,81.0
John Turner,1992,1992,F,6-8,245.0,1967-11-30,Phillips University,/players/t/turnejo01.html,turnejo01,0,80.0
Myles Turner,2016,2017,C-F,6-11,243.0,1996-03-24,University of Texas at Austin,/players/t/turnemy01.html,turnemy01,0,83.0
Wayne Turner,2000,2000,G,6-2,190.0,1976-03-22,University of Kentucky,/players/t/turnewa01.html,turnewa01,0,74.0
Melvin Turpin,1985,1990,C,6-11,240.0,1960-12-28,University of Kentucky,/players/t/turpime01.html,turpime01,0,83.0
Dave Twardzik,1973,1980,G,6-1,175.0,1950-09-20,Old Dominion University,/players/t/twardda01.html,twardda01,0,73.0
Jack Twyman,1956,1966,F-G,6-6,210.0,1934-05-11,University of Cincinnati,/players/t/twymaja01.html,twymaja01,1,78.0
B.J. Tyler,1995,1995,G,6-1,185.0,1971-04-30,University of Texas at Austin,/players/t/tylerbj01.html,tylerbj01,0,73.0
Jeremy Tyler,2012,2014,C,6-10,260.0,1991-06-21,,/players/t/tylerje01.html,tylerje01,0,82.0
Terry Tyler,1979,1989,F-G,6-7,215.0,1956-10-30,University of Detroit Mercy,/players/t/tylerte01.html,tylerte01,0,79.0
Charlie Tyra,1958,1962,C-F,6-8,230.0,1935-08-16,University of Louisville,/players/t/tyrach01.html,tyrach01,0,80.0
Edwin Ubiles,2012,2012,G,6-6,204.0,1986-11-26,Siena College,/players/u/ubileed01.html,ubileed01,0,78.0
Ekpe Udoh,2011,2015,C-F,6-10,240.0,1987-05-20,Baylor University,/players/u/udohek01.html,udohek01,0,82.0
Ime Udoka,2004,2011,F,6-6,215.0,1977-08-09,Portland State University,/players/u/udokaim01.html,udokaim01,0,78.0
Beno Udrih,2005,2017,G,6-3,205.0,1982-07-05,,/players/u/udrihbe01.html,udrihbe01,0,75.0
Roko Ukic,2009,2010,G,6-5,183.0,1984-05-12,,/players/u/ukicro01.html,ukicro01,0,77.0
Tyler Ulis,2017,2017,G,5-10,150.0,1996-01-05,University of Kentucky,/players/u/ulisty01.html,ulisty01,0,70.0
Wes Unseld,1969,1981,C-F,6-7,245.0,1946-03-14,University of Louisville,/players/u/unselwe01.html,unselwe01,1,79.0
Hal Uplinger,1954,1954,G,6-4,185.0,1929-09-30,Long Island University,/players/u/uplinha01.html,uplinha01,0,76.0
Kelvin Upshaw,1989,1991,G,6-2,180.0,1963-01-24,University of Utah,/players/u/upshake01.html,upshake01,0,74.0
Jarrod Uthoff,2017,2017,F,6-9,221.0,1993-05-19,University of Iowa,/players/u/uthofja01.html,uthofja01,0,81.0
Ben Uzoh,2011,2012,G,6-3,205.0,1988-03-19,University of Tulsa,/players/u/uzohbe01.html,uzohbe01,0,75.0
Stephen Vacendak,1968,1970,G,6-1,185.0,1944-08-15,Duke University,/players/v/vacenst01.html,vacenst01,0,73.0
Jonas Valanciunas,2013,2017,C,7-0,265.0,1992-05-06,,/players/v/valanjo01.html,valanjo01,0,84.0
Darnell Valentine,1982,1991,G,6-1,183.0,1959-02-03,University of Kansas,/players/v/valenda01.html,valenda01,0,73.0
Denzel Valentine,2017,2017,G,6-6,212.0,1993-11-16,Michigan State University,/players/v/valende01.html,valende01,0,78.0
Ronnie Valentine,1981,1981,F,6-7,210.0,1957-11-27,Old Dominion University,/players/v/valenro01.html,valenro01,0,79.0
John Vallely,1971,1972,G,6-3,185.0,1948-10-03,"University of California, Los Angeles",/players/v/vallejo01.html,vallejo01,0,75.0
Dick Van Arsdale,1966,1977,G-F,6-5,210.0,1943-02-22,Indiana University,/players/v/vanardi01.html,vanardi01,0,77.0
Tom Van Arsdale,1966,1977,F-G,6-5,202.0,1943-02-22,Indiana University,/players/v/vanarto01.html,vanarto01,0,77.0
Butch Van Breda Kolff,1947,1950,G-F,6-3,185.0,1922-10-28,New York University,/players/v/vanbrbu01.html,vanbrbu01,0,75.0
Jan Van Breda Kolff,1975,1983,F-G,6-7,195.0,1951-12-16,Vanderbilt University,/players/v/vanbrja01.html,vanbrja01,0,79.0
Nick Van Exel,1994,2006,G,6-1,170.0,1971-11-27,University of Cincinnati,/players/v/vanexni01.html,vanexni01,0,73.0
Keith Van Horn,1998,2006,F,6-10,220.0,1975-10-23,University of Utah,/players/v/vanhoke01.html,vanhoke01,0,82.0
Norm Van Lier,1970,1979,G,6-1,173.0,1947-04-01,Saint Francis University,/players/v/vanlino01.html,vanlino01,0,73.0
Dennis Van Zant,1976,1976,F,6-9,210.0,1952-06-01,Azusa Pacific University,/players/v/vanzade01.html,vanzade01,0,81.0
Gene Vance,1948,1952,G-F,6-3,195.0,1923-02-25,University of Illinois at Urbana-Champaign,/players/v/vancege01.html,vancege01,0,75.0
Logan Vander Velden,1996,1996,F,6-8,215.0,1971-04-03,University of Wisconsin-Green Bay,/players/v/vandelo01.html,vandelo01,0,80.0
Ernie Vandeweghe,1950,1956,F-G,6-3,195.0,1928-09-12,Colgate University,/players/v/vandeer01.html,vandeer01,0,75.0
Kiki Vandeweghe,1981,1993,F,6-8,220.0,1958-08-01,"University of California, Los Angeles",/players/v/vandeki01.html,vandeki01,0,80.0
Nick Vanos,1986,1987,C,7-1,255.0,1963-04-13,Santa Clara University,/players/v/vanosni01.html,vanosni01,0,85.0
David Vanterpool,2001,2001,G,6-5,200.0,1973-03-31,St. Bonaventure University,/players/v/vanteda01.html,vanteda01,0,77.0
Fred VanVleet,2017,2017,G,6-0,195.0,1994-02-25,Wichita State University,/players/v/vanvlfr01.html,vanvlfr01,0,72.0
Ratko Varda,2002,2002,C,7-1,260.0,1979-05-06,,/players/v/vardara01.html,vardara01,0,85.0
Anderson Varejao,2005,2017,F-C,6-10,273.0,1982-09-28,,/players/v/varejan01.html,varejan01,0,82.0
Jarvis Varnado,2013,2014,F,6-9,230.0,1988-03-01,Mississippi State University,/players/v/varnaja01.html,varnaja01,0,81.0
Greivis Vasquez,2011,2017,G,6-6,217.0,1987-01-16,University of Maryland,/players/v/vasqugr01.html,vasqugr01,0,78.0
Chico Vaughn,1963,1970,G,6-2,190.0,1940-02-19,Southern Illinois University,/players/v/vaughch01.html,vaughch01,0,74.0
David Vaughn,1975,1976,C,6-11,220.0,1952-06-04,Oral Roberts University,/players/v/vaughda01.html,vaughda01,0,83.0
David Vaughn,1996,1999,F,6-9,240.0,1973-03-23,University of Memphis,/players/v/vaughda02.html,vaughda02,0,81.0
Jacque Vaughn,1998,2009,G,6-1,190.0,1975-02-11,University of Kansas,/players/v/vaughja01.html,vaughja01,0,73.0
Rashad Vaughn,2016,2017,G,6-6,202.0,1996-08-16,"University of Nevada, Las Vegas",/players/v/vaughra01.html,vaughra01,0,78.0
Virgil Vaughn,1947,1947,F-C,6-4,205.0,1918-05-15,Western Kentucky University,/players/v/vaughvi01.html,vaughvi01,0,76.0
Loy Vaught,1991,2001,F,6-9,230.0,1968-02-27,University of Michigan,/players/v/vaughlo01.html,vaughlo01,0,81.0
Bob Verga,1968,1974,G,6-1,190.0,1945-09-07,Duke University,/players/v/vergabo01.html,vergabo01,0,73.0
Pete Verhoeven,1982,1987,F,6-9,215.0,1959-02-15,"California State University, Fresno",/players/v/verhope01.html,verhope01,0,81.0
Jan Vesely,2012,2014,F,6-11,240.0,1990-04-24,,/players/v/veselja01.html,veselja01,0,83.0
Gundars Vetra,1993,1993,F,6-6,195.0,1967-05-22,,/players/v/vetragu01.html,vetragu01,0,78.0
Joao Vianna,1992,1992,F,6-9,215.0,1966-11-15,,/players/v/viannjo01.html,viannjo01,0,81.0
Charlie Villanueva,2006,2016,F,6-11,232.0,1984-08-24,University of Connecticut,/players/v/villach01.html,villach01,0,83.0
Jay Vincent,1982,1990,F,6-7,220.0,1959-06-10,Michigan State University,/players/v/vinceja01.html,vinceja01,0,79.0
Sam Vincent,1986,1992,G,6-2,185.0,1963-05-18,Michigan State University,/players/v/vincesa01.html,vincesa01,0,74.0
Marcus Vinicius,2007,2008,F,6-8,225.0,1984-05-31,,/players/v/vincima01.html,vincima01,0,80.0
Fred Vinson,1995,2000,G,6-4,190.0,1971-01-28,Georgia Institute of Technology,/players/v/vinsofr01.html,vinsofr01,0,76.0
Claude Virden,1973,1973,F,6-6,195.0,1947-11-25,Murray State University,/players/v/virdecl01.html,virdecl01,0,78.0
Gary Voce,1990,1990,F,6-9,240.0,1965-11-24,University of Notre Dame,/players/v/vocega01.html,vocega01,0,81.0
Floyd Volker,1950,1950,F-C,6-4,205.0,1921-06-21,University of Wyoming,/players/v/volkefl01.html,volkefl01,0,76.0
Alexander Volkov,1990,1992,C,6-10,218.0,1964-03-28,,/players/v/volkoal01.html,volkoal01,0,82.0
Whitey Von Nieda,1950,1950,G-F,6-1,170.0,1922-06-19,Pennsylvania State University,/players/v/vonniwh01.html,vonniwh01,0,73.0
Noah Vonleh,2015,2017,F,6-10,240.0,1995-08-24,Indiana University,/players/v/vonleno01.html,vonleno01,0,82.0
Jake Voskuhl,2001,2009,C,6-11,245.0,1977-11-01,University of Connecticut,/players/v/voskuja01.html,voskuja01,0,83.0
Danny Vranes,1982,1988,F,6-7,210.0,1958-10-29,University of Utah,/players/v/vraneda01.html,vraneda01,0,79.0
Slavko Vranes,2004,2004,C,7-5,275.0,1983-01-30,,/players/v/vranesl01.html,vranesl01,0,89.0
Stojko Vrankovic,1991,1999,C,7-2,260.0,1964-01-22,,/players/v/vrankst01.html,vrankst01,0,86.0
Brett Vroman,1981,1981,C,7-0,220.0,1955-12-25,"University of Nevada, Las Vegas",/players/v/vromabr01.html,vromabr01,0,84.0
Jackson Vroman,2005,2006,F-C,6-10,220.0,1981-06-06,Iowa State University,/players/v/vromaja01.html,vromaja01,0,82.0
Nikola Vucevic,2012,2017,C,7-0,260.0,1990-10-24,University of Southern California,/players/v/vucevni01.html,vucevni01,0,84.0
Sasha Vujacic,2005,2017,G,6-7,195.0,1984-03-08,,/players/v/vujacsa01.html,vujacsa01,0,79.0
