Player,From,To,Pos,Ht,Wt,Birth_Date,College,Link,Bref_ID,HOF,Ht_Inches,cbb_info
Fat Lever,1983,1994,G,6-3,170.0,1960-08-18,Arizona State University,/players/l/leverfa01.html,leverfa01,0,75.0,http://www.sports-reference.com/cbb/players/fat-lever-1.html
Caris LeVert,2017,2017,G-F,6-7,203.0,1994-08-25,University of Michigan,/players/l/leverca01.html,leverca01,0,79.0,http://www.sports-reference.com/cbb/players/caris-levert-1.html
Cliff Levingston,1983,1995,F,6-8,210.0,1961-01-04,Wichita State University,/players/l/levincl01.html,levincl01,0,80.0,http://www.sports-reference.com/cbb/players/cliff-levingston-1.html
Bobby Lewis,1968,1971,G,6-3,175.0,1945-03-20,University of North Carolina,/players/l/lewisbo01.html,lewisbo01,0,75.0,"['http://www.basketball-reference.com/players/l/lewisbo01.html', IndexError('list index out of range',)]"
Cedric Lewis,1996,1996,F-C,6-10,235.0,1969-09-24,University of Maryland,/players/l/lewisce01.html,lewisce01,0,82.0,http://www.sports-reference.com/cbb/players/cedric-lewis-1.html
Freddie Lewis,1949,1950,F-G,6-2,195.0,1921-01-06,Eastern Kentucky University,/players/l/lewisfr01.html,lewisfr01,0,74.0,"['http://www.basketball-reference.com/players/l/lewisfr01.html', IndexError('list index out of range',)]"
Freddie Lewis,1967,1977,G,6-0,175.0,1943-07-01,Arizona State University,/players/l/lewisfr02.html,lewisfr02,0,72.0,"['http://www.basketball-reference.com/players/l/lewisfr02.html', IndexError('list index out of range',)]"
Grady Lewis,1947,1949,F-C,6-7,215.0,1917-03-25,University of Oklahoma,/players/l/lewisgr01.html,lewisgr01,0,79.0,"['http://www.basketball-reference.com/players/l/lewisgr01.html', IndexError('list index out of range',)]"
Martin Lewis,1996,1997,F,6-5,210.0,1975-04-28,Seward County Community College,/players/l/lewisma01.html,lewisma01,0,77.0,"['http://www.basketball-reference.com/players/l/lewisma01.html', IndexError('list index out of range',)]"
Mike Lewis,1969,1974,C-F,6-8,225.0,1946-03-18,Duke University,/players/l/lewismi01.html,lewismi01,0,80.0,"['http://www.basketball-reference.com/players/l/lewismi01.html', IndexError('list index out of range',)]"
Quincy Lewis,2000,2004,F,6-7,215.0,1977-06-26,University of Minnesota,/players/l/lewisqu01.html,lewisqu01,0,79.0,http://www.sports-reference.com/cbb/players/quincy-lewis-1.html
Ralph Lewis,1988,1990,G,6-6,200.0,1963-03-28,La Salle University,/players/l/lewisra01.html,lewisra01,0,78.0,http://www.sports-reference.com/cbb/players/ralph-lewis-1.html
Rashard Lewis,1999,2014,F,6-10,215.0,1979-08-08,,/players/l/lewisra02.html,lewisra02,0,82.0,"['http://www.basketball-reference.com/players/l/lewisra02.html', IndexError('list index out of range',)]"
Reggie Lewis,1988,1993,G-F,6-7,195.0,1965-11-21,Northeastern University,/players/l/lewisre01.html,lewisre01,0,79.0,http://www.sports-reference.com/cbb/players/reggie-lewis-1.html
Marcus Liberty,1991,1994,F,6-8,205.0,1968-10-27,University of Illinois at Urbana-Champaign,/players/l/liberma01.html,liberma01,0,80.0,http://www.sports-reference.com/cbb/players/marcus-liberty-1.html
Todd Lichti,1990,1994,G-F,6-4,205.0,1967-01-08,Stanford University,/players/l/lichtto01.html,lichtto01,0,76.0,http://www.sports-reference.com/cbb/players/todd-lichti-1.html
Barry Liebowitz,1968,1968,G,6-2,180.0,1945-09-10,Long Island University,/players/l/lieboba01.html,lieboba01,0,74.0,"['http://www.basketball-reference.com/players/l/lieboba01.html', IndexError('list index out of range',)]"
DeAndre Liggins,2012,2017,G,6-6,209.0,1988-03-31,University of Kentucky,/players/l/liggide01.html,liggide01,0,78.0,http://www.sports-reference.com/cbb/players/deandre-liggins-1.html
Bill Ligon,1975,1975,G,6-4,180.0,1952-05-29,Vanderbilt University,/players/l/ligonbi01.html,ligonbi01,0,76.0,"['http://www.basketball-reference.com/players/l/ligonbi01.html', IndexError('list index out of range',)]"
Goose Ligon,1968,1974,F-C,6-7,210.0,1944-02-22,,/players/l/ligongo01.html,ligongo01,0,79.0,"['http://www.basketball-reference.com/players/l/ligongo01.html', IndexError('list index out of range',)]"
Damian Lillard,2013,2017,G,6-3,195.0,1990-07-15,Weber State University,/players/l/lillada01.html,lillada01,0,75.0,http://www.sports-reference.com/cbb/players/damian-lillard-1.html
Jeremy Lin,2011,2017,G,6-3,200.0,1988-08-23,Harvard University,/players/l/linje01.html,linje01,0,75.0,http://www.sports-reference.com/cbb/players/jeremy-lin-1.html
Steve Lingenfelter,1983,1984,F,6-9,225.0,1958-06-10,South Dakota State University,/players/l/lingest01.html,lingest01,0,81.0,"['http://www.basketball-reference.com/players/l/lingest01.html', IndexError('list index out of range',)]"
Alton Lister,1982,1998,C-F,7-0,240.0,1958-10-01,Arizona State University,/players/l/listeal01.html,listeal01,0,84.0,http://www.sports-reference.com/cbb/players/alton-lister-1.html
Samuel Little,1970,1970,G,6-0,180.0,1946-03-29,Delta State University,/players/l/littlsa01.html,littlsa01,0,72.0,"['http://www.basketball-reference.com/players/l/littlsa01.html', IndexError('list index out of range',)]"
Gene Littles,1970,1975,G,6-0,160.0,1943-06-29,High Point University,/players/l/littlge01.html,littlge01,0,72.0,"['http://www.basketball-reference.com/players/l/littlge01.html', IndexError('list index out of range',)]"
Randy Livingston,1997,2007,G,6-4,209.0,1975-04-02,Louisiana State University,/players/l/livinra01.html,livinra01,0,76.0,http://www.sports-reference.com/cbb/players/randy-livingston-1.html
Shaun Livingston,2005,2017,G,6-7,192.0,1985-09-11,,/players/l/livinsh01.html,livinsh01,0,79.0,"['http://www.basketball-reference.com/players/l/livinsh01.html', IndexError('list index out of range',)]"
Ron Livingstone,1950,1951,C,6-10,220.0,1925-10-09,University of Wyoming,/players/l/livinro01.html,livinro01,0,82.0,"['http://www.basketball-reference.com/players/l/livinro01.html', IndexError('list index out of range',)]"
Horacio Llamas Grey,1997,1998,C,6-11,285.0,1973-07-17,Grand Canyon University,/players/l/llamaho01.html,llamaho01,0,83.0,"['http://www.basketball-reference.com/players/l/llamaho01.html', IndexError('list index out of range',)]"
Bobby Lloyd,1968,1969,G,6-2,184.0,1946-01-03,Rutgers University,/players/l/lloydbo01.html,lloydbo01,0,74.0,"['http://www.basketball-reference.com/players/l/lloydbo01.html', IndexError('list index out of range',)]"
